334832,1.0,1.0
31200,1.0,1.0
222048,1.0,1.0
165518,1.0,1.0
93962,1.0,1.0
334969,1.0,1.0
100974,0.0,0.0
293823,1.0,1.0
102585,0.0,0.0
125330,1.0,1.0
101593,0.0,0.0
266957,1.0,1.0
101328,0.0,0.0
236888,1.0,1.0
102065,0.0,0.0
100049,0.0,0.0
327995,1.0,1.0
265770,1.0,1.0
255766,1.0,1.0
101223,0.0,0.0
304933,1.0,1.0
325638,1.0,1.0
102263,0.0,0.0
235132,1.0,1.0
102094,0.0,0.0
271480,1.0,1.0
58429,1.0,1.0
254484,1.0,1.0
100247,0.0,0.0
101372,0.0,0.0
210054,1.0,1.0
188955,1.0,1.0
169230,1.0,1.0
101204,0.0,0.0
10031,0.0,0.0
100830,0.0,0.0
109914,1.0,1.0
100594,0.0,0.0
147203,1.0,1.0
142357,1.0,1.0
100531,0.0,0.0
14006,0.0,1.0
102240,0.0,0.0
101251,0.0,0.0
101452,0.0,0.0
101056,0.0,0.0
100732,0.0,0.0
162573,0.0,1.0
100172,0.0,0.0
100161,0.0,0.0
241,1.0,1.0
229404,1.0,1.0
238988,1.0,1.0
170892,1.0,1.0
97154,1.0,1.0
102044,0.0,0.0
102761,0.0,0.0
73342,1.0,1.0
328504,1.0,1.0
101425,0.0,0.0
101025,0.0,0.0
100200,0.0,0.0
101057,0.0,0.0
101244,0.0,0.0
101724,0.0,0.0
165224,1.0,1.0
100473,0.0,0.0
100836,0.0,0.0
260728,1.0,1.0
101114,0.0,0.0
100450,0.0,0.0
102385,0.0,0.0
26334,1.0,1.0
102097,0.0,0.0
11602,1.0,1.0
102166,0.0,0.0
59947,1.0,1.0
201594,1.0,1.0
52759,1.0,1.0
78416,1.0,1.0
46233,1.0,1.0
277503,1.0,1.0
101089,0.0,0.0
101245,0.0,0.0
206290,1.0,1.0
317623,1.0,1.0
102572,0.0,0.0
101248,0.0,0.0
101564,0.0,0.0
193754,1.0,1.0
312332,1.0,1.0
102461,0.0,0.0
102527,0.0,0.0
328332,1.0,1.0
102142,0.0,0.0
101314,0.0,0.0
103270,1.0,1.0
102505,0.0,0.0
235278,1.0,1.0
101632,0.0,0.0
7401,1.0,1.0
188210,1.0,1.0
102573,0.0,0.0
101536,0.0,0.0
327165,1.0,1.0
526,1.0,1.0
10006,0.0,0.0
10100,0.0,0.0
100651,0.0,0.0
146570,1.0,1.0
46904,1.0,1.0
239394,1.0,1.0
173138,1.0,1.0
100764,0.0,0.0
118111,0.0,1.0
100771,0.0,0.0
156733,1.0,1.0
101639,0.0,0.0
157500,1.0,1.0
101751,0.0,0.0
35915,1.0,1.0
101310,0.0,0.0
100976,0.0,0.0
20557,0.0,1.0
100412,0.0,0.0
215840,1.0,1.0
51374,1.0,1.0
102526,0.0,0.0
62948,1.0,1.0
11627,1.0,1.0
204197,1.0,1.0
141173,1.0,1.0
102688,0.0,0.0
102162,0.0,0.0
136503,1.0,1.0
221233,0.0,1.0
102782,0.0,0.0
102201,0.0,0.0
267937,1.0,1.0
232500,1.0,1.0
37561,1.0,1.0
8429,1.0,1.0
202398,1.0,1.0
95149,1.0,1.0
110742,1.0,1.0
102784,0.0,0.0
101739,0.0,0.0
48474,1.0,1.0
102607,0.0,0.0
101352,0.0,0.0
100399,0.0,0.0
101123,0.0,0.0
10233,0.0,0.0
315743,1.0,1.0
102088,0.0,0.0
100188,1.0,0.0
102662,0.0,0.0
70053,1.0,1.0
100480,0.0,0.0
101629,0.0,0.0
10033,0.0,0.0
102250,0.0,0.0
102665,0.0,0.0
101643,0.0,0.0
100124,0.0,0.0
35129,1.0,1.0
206988,1.0,1.0
101563,0.0,0.0
83250,1.0,1.0
101283,0.0,0.0
101205,0.0,0.0
194420,1.0,1.0
102338,0.0,0.0
43145,1.0,1.0
101489,0.0,0.0
16612,1.0,1.0
102734,0.0,0.0
337175,1.0,1.0
101825,0.0,0.0
102624,0.0,0.0
10145,0.0,0.0
132987,1.0,1.0
247833,1.0,1.0
100294,0.0,0.0
101767,0.0,0.0
288119,1.0,1.0
169627,1.0,1.0
140215,1.0,1.0
337533,0.0,1.0
102574,0.0,0.0
149578,1.0,1.0
182204,1.0,1.0
100856,0.0,0.0
107639,1.0,1.0
143764,1.0,1.0
129342,1.0,1.0
86471,1.0,1.0
101709,0.0,0.0
102169,0.0,0.0
222308,1.0,1.0
167949,0.0,1.0
74336,1.0,1.0
326258,1.0,1.0
100493,0.0,0.0
279272,1.0,1.0
100492,0.0,0.0
101387,0.0,0.0
101518,0.0,0.0
101192,0.0,0.0
220488,0.0,1.0
100784,0.0,0.0
100469,0.0,0.0
101812,0.0,0.0
101076,0.0,0.0
109862,1.0,1.0
102512,0.0,0.0
127505,0.0,1.0
192092,1.0,1.0
153956,1.0,1.0
183924,1.0,1.0
230870,1.0,1.0
320527,1.0,1.0
100520,0.0,0.0
101705,0.0,0.0
175450,1.0,1.0
101979,0.0,0.0
16137,1.0,1.0
101828,0.0,0.0
185484,0.0,1.0
100835,0.0,0.0
117605,1.0,1.0
274333,1.0,1.0
101495,0.0,0.0
10284,0.0,0.0
102233,0.0,0.0
102151,0.0,0.0
101764,0.0,0.0
102519,0.0,0.0
160396,1.0,1.0
40632,1.0,1.0
211458,1.0,1.0
100135,1.0,0.0
257575,1.0,1.0
102476,0.0,0.0
102777,0.0,0.0
102420,0.0,0.0
100288,0.0,0.0
101556,0.0,0.0
100427,0.0,0.0
59969,1.0,1.0
62010,1.0,1.0
102106,0.0,0.0
101749,0.0,0.0
101264,0.0,0.0
100040,0.0,0.0
44919,0.0,1.0
101024,0.0,0.0
30069,1.0,1.0
300227,1.0,1.0
101946,0.0,0.0
100702,0.0,0.0
100441,0.0,0.0
300879,0.0,1.0
166895,1.0,1.0
332285,1.0,1.0
186233,1.0,1.0
100692,0.0,0.0
101276,0.0,0.0
101374,0.0,0.0
100309,0.0,0.0
102174,0.0,0.0
65444,1.0,1.0
94840,1.0,1.0
101796,0.0,0.0
101490,0.0,0.0
235642,1.0,1.0
101697,0.0,0.0
100621,0.0,0.0
102039,0.0,0.0
186637,1.0,1.0
101914,0.0,0.0
100745,0.0,0.0
100278,0.0,0.0
178145,1.0,1.0
221506,1.0,1.0
115255,1.0,1.0
147442,1.0,1.0
101602,0.0,0.0
41951,1.0,1.0
267721,1.0,1.0
65271,0.0,1.0
102141,0.0,0.0
102092,0.0,0.0
227074,1.0,1.0
101096,0.0,0.0
102543,0.0,0.0
102518,0.0,0.0
30120,1.0,1.0
275474,1.0,1.0
101312,1.0,0.0
134660,1.0,1.0
101201,0.0,0.0
100210,0.0,0.0
102135,0.0,0.0
18619,1.0,1.0
100358,0.0,0.0
86871,1.0,1.0
62575,1.0,1.0
249036,1.0,1.0
100790,0.0,0.0
188781,1.0,1.0
101897,0.0,0.0
100536,0.0,0.0
100691,0.0,0.0
100218,0.0,0.0
100628,1.0,0.0
53621,1.0,1.0
170149,1.0,1.0
215799,1.0,1.0
286785,1.0,1.0
312672,1.0,1.0
100763,0.0,0.0
101108,0.0,0.0
228843,0.0,1.0
105177,1.0,1.0
77756,1.0,1.0
101691,1.0,0.0
102195,0.0,0.0
102374,0.0,0.0
101733,0.0,0.0
100319,0.0,0.0
102113,0.0,0.0
102521,0.0,0.0
134307,1.0,1.0
238071,0.0,1.0
101675,0.0,0.0
176050,1.0,1.0
100337,0.0,0.0
234462,1.0,1.0
101945,0.0,0.0
101687,0.0,0.0
102639,0.0,0.0
111967,1.0,1.0
287093,1.0,1.0
100119,0.0,0.0
310544,1.0,1.0
298806,1.0,1.0
94802,1.0,1.0
95456,0.0,1.0
105698,1.0,1.0
213885,1.0,1.0
152707,1.0,1.0
62643,1.0,1.0
102522,0.0,0.0
102279,0.0,0.0
10078,0.0,0.0
101866,0.0,0.0
100935,0.0,0.0
272514,1.0,1.0
102191,0.0,0.0
1025,0.0,0.0
80494,1.0,1.0
224807,1.0,1.0
100807,0.0,0.0
102576,0.0,0.0
102774,0.0,0.0
207758,1.0,1.0
100459,0.0,0.0
234599,1.0,1.0
276766,1.0,1.0
102459,0.0,0.0
100032,1.0,0.0
100948,0.0,0.0
178341,1.0,1.0
109886,1.0,1.0
101947,0.0,0.0
100851,0.0,0.0
101527,0.0,0.0
101336,0.0,0.0
327272,1.0,1.0
229056,1.0,1.0
46180,1.0,1.0
173307,1.0,1.0
320461,1.0,1.0
155716,1.0,1.0
102641,0.0,0.0
235296,1.0,1.0
102643,0.0,0.0
100246,0.0,0.0
10015,0.0,0.0
160886,1.0,1.0
101449,0.0,0.0
101169,0.0,0.0
101874,0.0,0.0
10061,0.0,0.0
281630,1.0,1.0
100316,0.0,0.0
101533,0.0,0.0
185647,0.0,1.0
101966,0.0,0.0
184112,1.0,1.0
22749,1.0,1.0
102357,0.0,0.0
101833,0.0,0.0
299248,1.0,1.0
101383,0.0,0.0
101690,0.0,0.0
316176,1.0,1.0
102766,0.0,0.0
101800,0.0,0.0
100978,0.0,0.0
62408,0.0,1.0
13177,1.0,1.0
101155,0.0,0.0
152024,1.0,1.0
252687,0.0,1.0
258572,1.0,1.0
102114,0.0,0.0
10203,0.0,0.0
101949,0.0,0.0
100894,0.0,0.0
8394,1.0,1.0
75164,1.0,1.0
101863,0.0,0.0
34566,1.0,1.0
105069,1.0,1.0
1028,0.0,0.0
101438,0.0,0.0
286953,1.0,1.0
100911,0.0,0.0
100498,0.0,0.0
10107,0.0,0.0
109888,1.0,1.0
10148,0.0,0.0
324874,0.0,1.0
100602,0.0,0.0
39757,1.0,1.0
101842,0.0,0.0
287519,1.0,1.0
10151,0.0,0.0
102033,0.0,0.0
58019,0.0,1.0
140372,1.0,1.0
75812,1.0,1.0
101124,0.0,0.0
100241,0.0,0.0
125901,1.0,1.0
323032,0.0,1.0
132853,1.0,1.0
100987,0.0,0.0
196153,1.0,1.0
279018,1.0,1.0
39140,1.0,1.0
100688,0.0,0.0
100837,0.0,0.0
102473,0.0,0.0
101340,0.0,0.0
201956,1.0,1.0
80468,1.0,1.0
70713,1.0,1.0
100071,0.0,0.0
114893,1.0,1.0
101858,0.0,0.0
100686,0.0,0.0
311165,1.0,1.0
101652,1.0,1.0
101862,0.0,0.0
102218,0.0,0.0
321472,1.0,1.0
253744,1.0,1.0
102487,0.0,0.0
169240,0.0,1.0
101999,0.0,0.0
102086,0.0,0.0
102803,0.0,0.0
101587,0.0,0.0
102192,0.0,0.0
1022,0.0,0.0
102608,0.0,0.0
26425,1.0,1.0
100897,0.0,0.0
100275,0.0,0.0
292415,1.0,1.0
85675,1.0,1.0
150116,1.0,1.0
100980,0.0,0.0
105156,0.0,1.0
100274,0.0,0.0
100665,0.0,0.0
100197,0.0,0.0
6832,1.0,1.0
338025,1.0,1.0
10168,0.0,0.0
100756,0.0,0.0
196096,1.0,1.0
100400,0.0,0.0
34718,1.0,1.0
101671,0.0,0.0
1001,0.0,0.0
100547,0.0,0.0
336806,1.0,1.0
100039,0.0,0.0
101883,0.0,0.0
326125,1.0,1.0
