304933,1 1:2 2:0 3:1 4:0 5:0 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
325638,1 1:13 2:0 3:1 4:0 5:2 6:100 7:-1 8:-1 9:0 10:0 11:100 12:1 13:0 14:1
102263,0 1:511 2:1090 3:1 4:1 5:1 6:1 7:1 8:-1 9:1 10:-1 11:0 12:0 13:1 14:1
235132,1 1:11 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:-1 11:100 12:1 13:1 14:0
102094,0 1:374 2:33 3:1 4:1 5:1 6:1 7:-1 8:-1 9:0 10:-1 11:1 12:1 13:1 14:1
271480,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
58429,1 1:20 2:0 3:1 4:0 5:1 6:100 7:-1 8:-1 9:0 10:1 11:100 12:1 13:1 14:0
254484,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
100247,0 1:4 2:10 3:1 4:1 5:2 6:2 7:0 8:-1 9:0 10:0 11:0 12:0 13:0 14:0
101372,0 1:30 2:30 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:0 11:1 12:1 13:1 14:0
210054,1 1:0 2:1 3:0 4:1 5:100 6:1 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
188955,1 1:0 2:2 3:0 4:1 5:100 6:1 7:1 8:-1 9:0 10:0 11:100 12:1 13:0 14:0
169230,1 1:20 2:0 3:1 4:0 5:2 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:1 14:0
101204,0 1:10 2:15 3:1 4:1 5:1 6:2 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:1
10031,0 1:59 2:5 3:1 4:1 5:1 6:0 7:0 8:0 9:0 10:0 11:1 12:0 13:1 14:1
100830,0 1:1282 2:39 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:-1 11:2 12:1 13:1 14:1
109914,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:1 11:100 12:1 13:1 14:0
100594,0 1:41 2:83 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:0 11:0 12:0 13:1 14:1
147203,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:1 11:100 12:1 13:1 14:1
142357,1 1:0 2:2 3:0 4:1 5:100 6:1 7:0 8:0 9:0 10:0 11:100 12:1 13:1 14:0
100531,0 1:492 2:45 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:-1 11:2 12:1 13:1 14:1
14006,1 1:2 2:20 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:-1 11:0 12:1 13:0 14:1
102240,0 1:249 2:40 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:0 11:2 12:1 13:1 14:0
101251,0 1:93 2:134 3:1 4:1 5:1 6:1 7:1 8:-1 9:-1 10:-1 11:0 12:0 13:1 14:1
101452,0 1:56 2:280 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:-1 11:0 12:1 13:1 14:1
101056,0 1:10 2:3 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:0 11:1 12:1 13:0 14:1
100732,0 1:344 2:41 3:1 4:1 5:1 6:1 7:-1 8:-1 9:0 10:-1 11:1 12:1 13:1 14:0
162573,1 1:14 2:2 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:0 11:1 12:1 13:0 14:0
100172,0 1:52 2:14 3:1 4:1 5:1 6:1 7:0 8:-1 9:0 10:0 11:2 12:0 13:1 14:0
100161,0 1:48 2:41 3:1 4:1 5:1 6:1 7:-1 8:-1 9:0 10:1 11:2 12:1 13:1 14:1
241,1 1:2 2:0 3:1 4:0 5:0 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
229404,1 1:7 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
238988,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
170892,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
97154,1 1:13 2:0 3:1 4:0 5:2 6:100 7:-1 8:-1 9:0 10:0 11:100 12:1 13:0 14:0
102044,0 1:374 2:8 3:1 4:1 5:1 6:0 7:-1 8:-1 9:-1 10:0 11:1 12:1 13:1 14:0
102761,0 1:88 2:37 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:-1 11:2 12:1 13:1 14:1
73342,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
328504,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
101425,0 1:2 2:31 3:1 4:1 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:1 13:0 14:1
101025,0 1:43 2:18 3:1 4:1 5:1 6:1 7:-1 8:-1 9:1 10:0 11:2 12:1 13:0 14:1
100200,0 1:23 2:30 3:1 4:1 5:1 6:2 7:0 8:0 9:0 10:0 11:0 12:1 13:0 14:1
101057,0 1:15 2:51 3:1 4:1 5:1 6:1 7:-1 8:0 9:0 10:0 11:0 12:0 13:0 14:1
101244,0 1:20 2:13 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:-1 11:1 12:0 13:1 14:1
101724,0 1:68 2:210 3:1 4:1 5:1 6:1 7:1 8:-1 9:-1 10:-1 11:0 12:1 13:1 14:1
165224,1 1:14 2:0 3:1 4:0 5:1 6:100 7:1 8:-1 9:0 10:0 11:100 12:1 13:0 14:1
100473,0 1:44 2:5 3:1 4:1 5:1 6:2 7:1 8:-1 9:-1 10:0 11:1 12:1 13:1 14:1
100836,0 1:105 2:50 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:0 11:2 12:1 13:1 14:1
260728,1 1:2 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:1 11:100 12:1 13:1 14:0
101114,0 1:85 2:7 3:1 4:1 5:1 6:0 7:-1 8:-1 9:-1 10:0 11:2 12:1 13:1 14:0
100450,0 1:351 2:158 3:1 4:1 5:1 6:1 7:1 8:1 9:-1 10:-1 11:0 12:0 13:1 14:1
102385,0 1:22 2:2 3:1 4:1 5:1 6:0 7:0 8:0 9:0 10:1 11:1 12:1 13:1 14:0
26334,1 1:8 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
102097,0 1:19 2:4 3:1 4:1 5:2 6:1 7:0 8:0 9:0 10:1 11:1 12:1 13:1 14:1
11602,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
102166,0 1:36 2:39 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0
59947,1 1:0 2:26 3:0 4:1 5:100 6:0 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
201594,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
52759,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
78416,1 1:0 2:2 3:0 4:1 5:100 6:1 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
46233,1 1:0 2:5 3:0 4:1 5:100 6:1 7:1 8:-1 9:0 10:0 11:100 12:1 13:1 14:0
277503,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
101089,0 1:68 2:88 3:1 4:1 5:1 6:1 7:1 8:-1 9:0 10:0 11:0 12:1 13:1 14:1
101245,0 1:62 2:1 3:1 4:1 5:1 6:1 7:1 8:-1 9:0 10:-1 11:1 12:1 13:1 14:0
206290,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
317623,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
102572,0 1:31 2:238 3:1 4:1 5:1 6:1 7:0 8:-1 9:0 10:-1 11:1 12:1 13:1 14:1
101248,0 1:105 2:162 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:0 11:0 12:0 13:1 14:0
101564,0 1:28 2:53 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:1 11:0 12:1 13:1 14:1
193754,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
312332,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
102461,0 1:124 2:2 3:1 4:1 5:1 6:0 7:-1 8:-1 9:-1 10:0 11:1 12:1 13:1 14:0
102527,0 1:11 2:12 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:0 11:0 12:1 13:1 14:1
328332,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
102142,0 1:295 2:84 3:1 4:1 5:1 6:1 7:-1 8:-1 9:1 10:0 11:2 12:1 13:1 14:1
101314,0 1:121 2:221 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:-1 11:0 12:0 13:1 14:1
103270,1 1:13 2:0 3:1 4:0 5:2 6:100 7:-1 8:-1 9:0 10:0 11:100 12:1 13:1 14:0
102505,0 1:3 2:19 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:1
235278,1 1:13 2:0 3:1 4:0 5:1 6:100 7:-1 8:-1 9:0 10:0 11:100 12:1 13:0 14:0
101632,0 1:235 2:35 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:-1 11:2 12:1 13:1 14:1
7401,1 1:0 2:1 3:0 4:1 5:100 6:1 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
188210,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
102573,0 1:43 2:2 3:1 4:1 5:1 6:1 7:-1 8:-1 9:0 10:0 11:1 12:1 13:0 14:0
101536,0 1:94 2:89 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:0 11:0 12:1 13:1 14:1
327165,1 1:0 2:1 3:0 4:1 5:100 6:1 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
526,1 1:2 2:0 3:1 4:0 5:0 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
10006,0 1:28 2:54 3:1 4:1 5:0 6:1 7:0 8:0 9:0 10:-1 11:2 12:0 13:0 14:1
10100,0 1:20 2:11 3:1 4:1 5:1 6:0 7:-1 8:-1 9:-1 10:0 11:0 12:0 13:1 14:1
100651,0 1:2 2:4 3:1 4:1 5:0 6:1 7:-1 8:0 9:0 10:0 11:0 12:1 13:0 14:0
146570,1 1:0 2:2 3:0 4:1 5:100 6:1 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
46904,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
239394,1 1:31 2:0 3:1 4:0 5:1 6:100 7:-1 8:-1 9:0 10:0 11:100 12:1 13:0 14:0
173138,1 1:4 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
100764,0 1:88 2:145 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:-1 11:0 12:0 13:0 14:1
118111,1 1:2 2:13 3:1 4:1 5:1 6:1 7:0 8:1 9:0 10:0 11:0 12:1 13:0 14:0
100771,0 1:85 2:10 3:1 4:1 5:1 6:1 7:0 8:-1 9:0 10:1 11:2 12:0 13:1 14:1
156733,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
101639,0 1:12 2:46 3:1 4:1 5:2 6:1 7:0 8:0 9:0 10:0 11:2 12:1 13:0 14:1
157500,1 1:3 2:0 3:1 4:0 5:1 6:100 7:-1 8:-1 9:0 10:1 11:100 12:1 13:1 14:0
101751,0 1:28 2:9 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:0 11:0 12:1 13:0 14:1
35915,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
101310,0 1:50 2:33 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:-1 11:0 12:0 13:1 14:1
100976,0 1:2 2:3 3:1 4:1 5:0 6:0 7:0 8:-1 9:0 10:0 11:0 12:1 13:0 14:0
20557,1 1:1 2:64 3:1 4:1 5:1 6:1 7:0 8:1 9:0 10:-1 11:0 12:1 13:0 14:1
100412,0 1:79 2:24 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:0 11:1 12:0 13:0 14:1
215840,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
51374,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
102526,0 1:7 2:13 3:1 4:1 5:1 6:1 7:-1 8:0 9:-1 10:0 11:0 12:1 13:0 14:1
62948,1 1:8 2:0 3:1 4:0 5:1 6:100 7:-1 8:-1 9:0 10:0 11:100 12:1 13:0 14:0
11627,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
204197,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
141173,1 1:4 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
102688,0 1:30 2:40 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0
102162,0 1:72 2:285 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:-1 11:2 12:0 13:1 14:1
136503,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
221233,1 1:6 2:6 3:1 4:1 5:1 6:1 7:1 8:-1 9:-1 10:1 11:0 12:0 13:1 14:1
102782,0 1:11 2:31 3:1 4:1 5:0 6:1 7:0 8:-1 9:-1 10:-1 11:0 12:1 13:1 14:1
102201,0 1:1 2:18 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:0 11:0 12:1 13:0 14:1
267937,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
232500,1 1:2 2:0 3:1 4:0 5:0 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
37561,1 1:13 2:0 3:1 4:0 5:1 6:100 7:-1 8:-1 9:0 10:0 11:100 12:1 13:0 14:1
8429,1 1:1 2:1 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:0 11:0 12:1 13:0 14:0
202398,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
95149,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
110742,1 1:9 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
102784,0 1:91 2:43 3:1 4:1 5:1 6:1 7:-1 8:-1 9:0 10:-1 11:2 12:0 13:1 14:1
101739,0 1:145 2:95 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:-1 11:2 12:0 13:1 14:1
48474,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
102607,0 1:30 2:120 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:-1 11:0 12:1 13:1 14:1
101352,0 1:30 2:20 3:1 4:1 5:1 6:1 7:-1 8:-1 9:0 10:0 11:1 12:0 13:1 14:0
100399,0 1:17 2:12 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:0 11:1 12:0 13:0 14:0
101123,0 1:91 2:216 3:1 4:1 5:1 6:1 7:1 8:-1 9:-1 10:-1 11:0 12:1 13:1 14:1
10233,0 1:16 2:82 3:1 4:1 5:2 6:1 7:0 8:-1 9:0 10:0 11:0 12:1 13:1 14:1
315743,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
102088,0 1:3 2:12 3:1 4:1 5:2 6:1 7:0 8:0 9:0 10:-1 11:0 12:1 13:0 14:1
100188,0 1:1 2:2 3:1 4:1 5:1 6:1 7:0 8:-1 9:0 10:0 11:2 12:0 13:0 14:0
102662,0 1:263 2:23 3:1 4:1 5:1 6:1 7:1 8:-1 9:0 10:-1 11:1 12:1 13:1 14:0
70053,1 1:0 2:1 3:0 4:1 5:100 6:1 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
100480,0 1:5 2:1 3:1 4:1 5:2 6:1 7:0 8:0 9:0 10:0 11:1 12:1 13:0 14:0
101629,0 1:65 2:34 3:1 4:1 5:1 6:1 7:-1 8:-1 9:1 10:0 11:2 12:0 13:1 14:0
10033,0 1:11 2:22 3:1 4:1 5:1 6:2 7:0 8:0 9:0 10:0 11:0 12:0 13:1 14:1
102250,0 1:488 2:922 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:-1 11:0 12:0 13:1 14:1
102665,0 1:9 2:11 3:1 4:1 5:2 6:1 7:0 8:-1 9:0 10:0 11:0 12:0 13:1 14:1
101643,0 1:2 2:31 3:1 4:1 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:1 13:0 14:1
100124,0 1:5 2:1 3:1 4:1 5:1 6:1 7:-1 8:-1 9:0 10:0 11:2 12:1 13:0 14:0
35129,1 1:0 2:88 3:0 4:1 5:100 6:0 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
206988,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
101563,0 1:14 2:32 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:-1 11:0 12:0 13:1 14:1
83250,1 1:2 2:0 3:1 4:0 5:0 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
101283,0 1:107 2:46 3:1 4:1 5:1 6:1 7:-1 8:-1 9:0 10:-1 11:0 12:0 13:1 14:1
101205,0 1:118 2:85 3:1 4:1 5:1 6:1 7:1 8:-1 9:0 10:-1 11:2 12:0 13:1 14:1
194420,1 1:7 2:0 3:1 4:0 5:2 6:100 7:-1 8:-1 9:0 10:0 11:100 12:1 13:0 14:0
102338,0 1:169 2:308 3:1 4:1 5:1 6:1 7:-1 8:-1 9:1 10:-1 11:0 12:0 13:1 14:1
43145,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
101489,0 1:5 2:1 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:0 11:2 12:1 13:0 14:0
16612,1 1:2 2:0 3:1 4:0 5:1 6:100 7:1 8:-1 9:0 10:0 11:100 12:1 13:0 14:0
102734,0 1:13 2:5 3:1 4:1 5:2 6:0 7:-1 8:-1 9:-1 10:0 11:0 12:0 13:0 14:0
337175,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
101825,0 1:412 2:106 3:1 4:1 5:1 6:1 7:1 8:-1 9:-1 10:-1 11:0 12:0 13:1 14:1
102624,0 1:24 2:6 3:1 4:1 5:1 6:0 7:0 8:0 9:0 10:0 11:1 12:1 13:0 14:0
10145,0 1:28 2:73 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:-1 11:0 12:1 13:1 14:1
132987,1 1:0 2:65 3:0 4:1 5:100 6:1 7:0 8:0 9:0 10:1 11:100 12:1 13:0 14:1
247833,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
100294,0 1:76 2:124 3:1 4:1 5:1 6:1 7:-1 8:-1 9:1 10:0 11:0 12:0 13:0 14:1
101767,0 1:6 2:15 3:1 4:1 5:2 6:1 7:0 8:0 9:0 10:1 11:0 12:1 13:0 14:1
288119,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
169627,1 1:0 2:1 3:0 4:1 5:100 6:1 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
140215,1 1:0 2:1 3:0 4:1 5:100 6:1 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
337533,1 1:18 2:1 3:1 4:1 5:1 6:1 7:-1 8:-1 9:0 10:0 11:1 12:1 13:0 14:0
102574,0 1:5 2:37 3:1 4:1 5:0 6:1 7:0 8:0 9:0 10:-1 11:0 12:0 13:1 14:0
149578,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
182204,1 1:8 2:0 3:1 4:0 5:2 6:100 7:-1 8:-1 9:0 10:0 11:100 12:1 13:0 14:0
100856,0 1:7696 2:2264 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:-1 11:2 12:1 13:1 14:1
107639,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
143764,1 1:0 2:1 3:0 4:1 5:100 6:1 7:0 8:0 9:0 10:0 11:100 12:1 13:1 14:0
129342,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
86471,1 1:1 2:9 3:1 4:1 5:1 6:1 7:-1 8:-1 9:0 10:0 11:0 12:1 13:0 14:0
101709,0 1:33 2:15 3:1 4:1 5:1 6:1 7:1 8:-1 9:0 10:0 11:2 12:0 13:1 14:1
102169,0 1:5 2:39 3:1 4:1 5:1 6:2 7:0 8:0 9:0 10:1 11:0 12:1 13:0 14:1
222308,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:1
167949,1 1:5 2:2 3:1 4:1 5:2 6:1 7:0 8:0 9:0 10:0 11:1 12:0 13:0 14:0
74336,1 1:3 2:0 3:1 4:0 5:2 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
326258,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
100493,0 1:6 2:8 3:1 4:1 5:2 6:1 7:-1 8:-1 9:1 10:0 11:0 12:1 13:0 14:0
279272,1 1:13 2:0 3:1 4:0 5:2 6:100 7:-1 8:-1 9:0 10:0 11:100 12:1 13:0 14:1
100492,0 1:11 2:41 3:1 4:1 5:2 6:1 7:0 8:0 9:0 10:0 11:0 12:1 13:0 14:1
101387,0 1:19 2:63 3:1 4:1 5:1 6:1 7:0 8:-1 9:0 10:-1 11:0 12:0 13:1 14:1
101518,0 1:281 2:61 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:0 11:2 12:1 13:1 14:0
101192,0 1:11 2:17 3:1 4:1 5:1 6:1 7:-1 8:-1 9:-1 10:0 11:1 12:0 13:0 14:1
220488,1 1:30 2:4 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:0 11:1 12:1 13:0 14:0
100784,0 1:29 2:134 3:1 4:1 5:2 6:1 7:0 8:0 9:0 10:-1 11:0 12:0 13:0 14:1
100469,0 1:14 2:5 3:1 4:1 5:1 6:2 7:-1 8:-1 9:1 10:1 11:1 12:1 13:1 14:0
101812,0 1:13 2:4 3:1 4:1 5:2 6:1 7:0 8:0 9:0 10:0 11:1 12:1 13:1 14:0
101076,0 1:80 2:84 3:1 4:1 5:1 6:1 7:-1 8:-1 9:0 10:0 11:0 12:0 13:1 14:1
109862,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
102512,0 1:240 2:194 3:1 4:1 5:1 6:1 7:-1 8:-1 9:0 10:0 11:2 12:0 13:1 14:1
127505,1 1:12 2:15 3:1 4:1 5:1 6:1 7:0 8:0 9:0 10:1 11:0 12:0 13:1 14:0
192092,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:1 11:100 12:1 13:1 14:1
153956,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
183924,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
230870,1 1:1 2:0 3:1 4:0 5:1 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
320527,1 1:1 2:16 3:1 4:1 5:1 6:1 7:0 8:1 9:0 10:0 11:1 12:1 13:0 14:0
100520,0 1:3 2:5 3:1 4:1 5:0 6:1 7:0 8:0 9:0 10:0 11:1 12:1 13:0 14:0
101705,0 1:11 2:5 3:1 4:1 5:1 6:2 7:1 8:-1 9:1 10:0 11:0 12:1 13:0 14:0
175450,1 1:2 2:0 3:1 4:0 5:2 6:100 7:0 8:0 9:0 10:0 11:100 12:1 13:0 14:0
