0,139,112,1,1,0,0,0.0255,-1.3571,0,0.0968,0,0,1,1,0,0
1,2,2,1,1,3,0,-0.0000,-2.0000,0,0.2500,0,0,0,1,0,0
100,11,41,1,1,20,0,-0.0000,-0.6000,1.4002,0.3333,1,0,1,1,0,0
1000,1,4,1,1,0,62,0,0,0,0.0000,0,1,0,0,0,0
10000,68,6,1,1,0,0,-0.3161,-1.3333,-0.4686,0.0000,1,1,1,0,0,0
100000,129,250,1,1,0,0,0.0268,-0.3182,-9.7823,0.0000,0,0,1,1,0,0
100001,48,124,1,1,15,24,0,0,0,0.0476,0,0,1,1,0,0
100002,21,6,1,1,92,160,-0.1190,0.0000,-13.5028,0.3333,1,1,1,0,0,0
100004,442,217,1,1,1,0,-0.0456,-0.3600,0,0.0000,1,0,1,1,0,0
100006,100,3865,1,1,0,0,-0.2762,0.3411,1.2191,0.1016,0,1,1,1,0,0
100007,8,1,1,1,161,0,0,0,0,1.0000,1,1,1,0,0,0
100008,1,2,1,1,0,0,0,0,0,0.3333,0,1,0,1,0,0
100009,9,4,1,1,2,0,0,0,0,0.0000,1,1,0,1,0,0
10001,28,74,1,1,0,0,-0.0000,0,0,0.0000,0,1,1,1,0,0
100010,1,17,1,1,0,67,0,-1.5000,0,0.0000,0,1,0,0,0,0
100011,2,19,1,1,1,12,0,0,0,0.1818,0,0,1,1,0,0
100015,3,19,1,1,76,2,0,0.7000,-1.9917,0.4000,0,0,1,1,0,0
100016,229,1,1,1,0,0,0.0032,-0.3333,0,0.0323,1,1,1,0,0,0
100018,12,6,1,1,86,21,-0.3180,0,0,0.0000,1,1,0,0,0,0
100020,240,268,1,1,11,0,0,0,0,0.0851,1,0,1,1,0,0
100023,2,3,1,1,316,5,0,-2.0000,0,0.0000,1,1,0,0,0,0
100025,7,368,1,1,31,1,0,0.0000,-1.5127,0.0755,0,1,0,1,0,0
100026,5,6,1,1,121,121,0,0.0000,0,0.0000,0,0,0,0,0,0
100027,33,31,1,1,7,7,0.3795,-16.0000,0,0.0000,0,0,0,0,0,0
100028,21,1,1,1,28,0,-0.0000,0.0000,0,0.0000,1,0,0,0,0,0
10003,275,9,1,1,1,42,0.2181,0.2258,-2.3879,0.1304,1,1,1,1,0,0
100031,2,4,1,1,1,0,0,0,0,0.0000,0,0,0,0,0,0
100032,1,2,1,1,0,0,0,0.5000,0,0.0000,0,0,0,0,0,0
100034,44,32,1,1,5,0,-0.0000,-1.1429,0,0.1364,1,1,0,1,0,0
100036,39,130,1,1,14,3,0.0814,0.0000,-1.1386,0.0000,0,1,0,1,0,0
100039,3,13,1,1,105,2,0,0.0000,0,0.0000,0,1,0,0,0,0
10004,25,40,1,1,11,10,0,0,0,0.1818,0,1,1,1,0,0
100040,2592,525,1,1,0,0,-0.0078,-0.1442,1.0162,0.0255,1,1,1,1,0,0
100044,82,9,1,1,10,12,0.0000,0.0000,13.1321,0.0000,1,1,1,1,0,0
100047,50,21,1,1,0,0,-0.0000,0.6250,-52.7524,0.0000,0,0,1,1,0,0
100049,43,26,1,1,1,8,-0.7511,-13.0000,0,0.1429,1,0,1,1,0,0
10005,22,14,1,1,0,29,0,0,0,0.0000,0,0,0,1,0,0
100050,8,88,1,1,46,0,-0.7584,0,0,0.0714,0,1,1,1,0,0
100051,80,17,1,1,1,2,0,0,0,0.0000,1,1,0,1,0,0
100053,30,26,1,1,16,18,-0.0000,-3.0000,-2.3495,0.0000,0,0,0,0,0,0
100054,7,2,1,1,38,125,1.5670,-1.0000,-37.7298,0.0000,1,0,0,0,0,0
100055,24,1,1,1,3,0,0,0,0,0.0000,1,1,1,0,0,0
